@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
3408,'2019/01/31 12:17:55:731',48,255.168259,349.844727,54.327518,365.415039,307.793549,53.971191,302.269958,281.502014,61.383236,216.703323,351.314697,54.826225,192.937759,342.187927,55.212158,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3409,'2019/01/31 12:17:55:784',48,261.426697,350.567566,53.170654,366.101013,304.75293,53.206501,304.124084,283.981445,61.704132,223.469894,353.388794,53.883476,199.102875,345.203552,54.699894,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3410,'2019/01/31 12:17:55:834',48,268.424316,350.4198,51.586411,365.120422,301.182739,52.396271,305.625244,286.688538,61.850098,229.942032,355.061768,52.663158,205.218063,348.146667,53.912491,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3411,'2019/01/31 12:17:55:882',48,273.421936,349.988953,51.003349,364.264954,298.693604,52.217308,306.223175,287.213135,61.901581,233.471268,355.688049,52.381107,208.626328,349.306763,53.756927,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3412,'2019/01/31 12:17:55:932',48,271.707123,351.733093,51.232536,362.745758,294.900757,52.15139,306.008942,288.178162,62.120529,238.986298,356.107666,51.864994,213.810043,350.663879,53.383324,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3413,'2019/01/31 12:17:55:983',48,276.109161,350.951721,50.719883,361.080933,290.993774,52.183689,306.805328,289.410828,62.418716,244.902206,356.089172,51.265671,219.515137,351.760132,52.938007,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3414,'2019/01/31 12:17:56:034',48,279.826843,349.028503,50.124043,358.254608,286.48645,52.25462,306.927216,290.439514,62.635929,250.217636,355.322021,50.546665,224.567703,352.118805,52.31575,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3415,'2019/01/31 12:17:56:083',48,282.095703,346.220551,49.415951,354.177032,281.687775,52.337875,306.699158,290.975464,62.73914,254.737442,353.597717,49.798248,228.993851,351.619202,51.633987,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3416,'2019/01/31 12:17:56:131',48,281.3992,343.217529,48.458511,348.893311,277.218475,52.385563,306.604004,291.608063,62.719185,256.902832,351.397614,48.74876,231.921967,350.514618,50.792294,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3417,'2019/01/31 12:17:56:184',48,279.600403,342.824341,48.044216,345.494202,275.06897,52.521851,306.541046,292.318237,62.705437,258.551636,350.513794,48.231697,233.993042,350.30719,50.351135,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3418,'2019/01/31 12:17:56:233',48,277.230988,343.539673,47.656464,341.013733,272.590393,52.762112,306.602692,293.180176,62.714619,261.574158,349.463867,47.587879,237.572632,350.319519,49.755257,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3419,'2019/01/31 12:17:56:284',48,277.391205,343.202698,47.281017,337.033142,270.510498,53.042534,307.075378,293.989349,62.748337,264.220459,348.257141,47.01527,240.863739,350.08847,49.209782,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3420,'2019/01/31 12:17:56:334',48,277.572144,343.224182,47.123306,333.977631,269.146545,53.284473,307.353119,294.370728,62.785362,266.142212,347.650085,46.739555,243.15593,350.064941,48.924122,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3421,'2019/01/31 12:17:56:383',48,278.175964,342.621429,46.7672,330.718994,267.828583,53.540092,307.930115,295.029053,62.818016,267.864929,346.760498,46.349583,245.463364,349.879547,48.559727,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3422,'2019/01/31 12:17:56:432',48,279.190613,341.505005,46.289932,327.664581,266.776459,53.758732,308.749084,295.61731,62.833828,269.455994,346.125916,46.029552,247.683853,349.864319,48.270256,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3423,'2019/01/31 12:17:56:483',48,280.668823,340.505371,45.796913,324.157257,265.511627,54.129509,310.446472,296.390625,62.908154,272.164429,345.174713,45.640087,251.315979,349.758606,47.913254,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3424,'2019/01/31 12:17:56:534',48,283.468536,338.954834,45.292763,319.505615,264.198486,54.458553,313.721375,297.54364,62.911041,276.356934,344.178009,45.205544,257.051941,349.909058,47.521404,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3425,'2019/01/31 12:17:56:581',48,284.322083,338.472809,45.034119,317.638245,264.095551,54.710548,315.776001,298.412506,62.94883,278.800537,343.883057,45.024445,260.329498,350.169586,47.345829,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3426,'2019/01/31 12:17:56:632',48,291.402069,337.442352,44.872059,310.794342,262.407349,55.001488,319.308197,297.669006,63.049351,288.199036,342.990753,44.897461,272.200684,350.499634,47.250999,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3427,'2019/01/31 12:17:56:683',48,292.773193,337.52652,44.785183,309.726074,262.251465,55.171715,321.36499,297.960205,63.139736,290.991058,342.796692,44.857464,275.853424,350.58609,47.216438,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3428,'2019/01/31 12:17:56:732',48,285.839233,336.041412,43.9492,311.734192,263.044006,55.511879,323.08136,301.034058,62.81134,283.813721,340.724426,43.841888,269.310913,348.577698,46.221149,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3429,'2019/01/31 12:17:56:784',48,282.619873,334.90332,43.492947,311.614136,263.637329,55.664284,322.810944,302.516754,62.576321,277.952667,340.2005,43.000282,264.589691,347.560822,45.495781,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3430,'2019/01/31 12:17:56:832',48,282.607239,334.875031,43.310925,309.065033,263.651428,55.508125,322.856415,302.386871,62.368023,277.314026,340.744598,42.72757,264.278229,347.994141,45.178707,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3431,'2019/01/31 12:17:56:883',48,282.899719,334.557495,43.249096,308.628967,263.48056,55.585438,324.15387,302.516418,62.346684,277.814056,340.493958,42.639832,264.986694,347.798767,45.052628,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3432,'2019/01/31 12:17:56:932',48,282.55722,334.432617,43.186714,308.482361,263.439484,55.626244,324.71286,302.95459,62.30761,277.603546,340.261536,42.559937,264.806091,347.598755,44.953323,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3433,'2019/01/31 12:17:56:984',48,282.42804,334.482208,43.165276,308.461609,263.416077,55.63855,324.963715,303.175903,62.287788,277.579773,340.171387,42.519726,264.805847,347.503418,44.910816,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3434,'2019/01/31 12:17:57:032',48,282.249023,334.490906,43.167046,308.864136,263.663086,55.654606,325.153076,303.357025,62.274734,277.280273,340.176117,42.474236,264.591125,347.454529,44.873608,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3435,'2019/01/31 12:17:57:084',48,282.199585,334.458435,43.174992,309.184479,263.959839,55.661091,324.921082,303.33316,62.284058,275.89975,340.473633,42.29512,263.983368,347.442322,44.778057,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3436,'2019/01/31 12:17:57:133',48,281.958679,334.432739,43.231468,308.658112,263.769348,55.669018,324.097839,302.933167,62.352615,274.674927,340.792633,42.244881,263.07843,347.439178,44.77103,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3437,'2019/01/31 12:17:57:181',48,282.147736,334.721924,43.343666,308.361603,263.456299,55.661278,323.636841,302.325684,62.442062,274.634918,341.067932,42.29921,263.090576,347.473694,44.833714,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3438,'2019/01/31 12:17:57:231',48,280.038055,334.149689,43.205036,311.001709,263.432251,55.539394,321.959381,302.321869,62.375351,270.997284,340.557129,42.025719,259.278687,346.444153,44.624645,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3439,'2019/01/31 12:17:57:283',48,280.922668,332.355347,43.171284,309.769592,262.870483,55.034721,320.227417,300.444946,62.26675,268.481506,342.561981,41.960396,257.880188,347.511963,44.70787,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3440,'2019/01/31 12:17:57:333',48,281.237061,331.604004,43.17487,310.073029,262.602173,54.843895,319.505585,299.51593,62.268948,267.815979,343.440918,41.981083,257.096802,347.90509,44.71312,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3441,'2019/01/31 12:17:57:384',48,282.475433,331.947266,43.373108,310.681183,261.550812,54.377502,317.863708,297.112091,62.321457,268.881256,344.838623,42.326336,257.575562,348.618378,45.042027,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3442,'2019/01/31 12:17:57:434',48,282.232178,332.757813,43.517307,313.286285,261.154602,54.039978,316.012085,295.608063,62.387329,267.559509,345.706696,42.559959,255.505722,348.792664,45.25425,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3443,'2019/01/31 12:17:57:481',48,282.715576,333.157288,43.657124,315.253235,261.280029,53.920555,314.48172,294.757751,62.516056,266.885254,346.754639,42.843887,254.234451,349.287994,45.524357,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3444,'2019/01/31 12:17:57:533',48,284.384583,334.475952,44.032986,319.177399,262.400024,53.604851,312.593964,293.668091,62.667683,266.808777,349.393127,43.477795,253.195038,350.993439,46.121883,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3445,'2019/01/31 12:17:57:582',48,283.274689,336.601563,44.261829,322.248718,263.343109,53.362629,310.99939,293.189087,62.64241,264.096741,350.380493,43.639694,250.063339,351.372864,46.26696,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3446,'2019/01/31 12:17:57:634',48,283.175415,337.667328,44.353271,323.232788,263.486511,53.139183,310.038635,292.404175,62.57515,263.519318,351.003174,43.717934,249.299744,351.696655,46.33403,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3447,'2019/01/31 12:17:57:682',48,282.954895,337.689209,44.406197,324.941345,263.595215,52.789215,309.138367,291.186768,62.437263,262.647522,351.80545,43.919872,248.055054,351.986084,46.506474,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3448,'2019/01/31 12:17:57:732',48,282.137909,337.282166,44.475094,327.682617,263.799561,52.348354,308.368744,289.480957,62.224648,261.326111,352.639648,44.214977,246.250473,352.101257,46.753719,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3449,'2019/01/31 12:17:57:782',48,281.381409,337.259369,44.584942,330.372131,263.925354,51.978653,307.797394,287.720337,62.038074,259.66571,353.066315,44.504002,244.233963,351.850159,46.99173,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3450,'2019/01/31 12:17:57:832',48,279.578491,341.052002,45.333065,333.116882,263.472412,51.643291,307.979431,285.800079,61.855824,259.587616,352.908844,44.68103,243.903214,351.202789,47.124096,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3451,'2019/01/31 12:17:57:882',48,280.654785,342.384033,45.781651,334.708771,262.711456,51.480728,308.587402,284.643433,61.77602,262.072876,352.257172,44.714111,246.040787,350.570313,47.1339,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3452,'2019/01/31 12:17:57:932',48,281.953339,342.581238,46.025936,335.775055,262.146271,51.347157,308.754883,283.862183,61.754837,264.605042,351.544556,44.875252,247.989441,349.980957,47.272194,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3453,'2019/01/31 12:17:57:982',48,282.052856,342.932434,46.205002,336.600708,261.815735,51.247585,308.827759,283.363922,61.721474,266.763123,350.858093,45.084679,249.410034,349.462067,47.451786,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3454,'2019/01/31 12:17:58:031',48,282.174713,343.102539,46.327888,337.422577,262.148743,51.239208,308.499695,282.986328,61.694344,268.11261,350.473114,45.342915,249.951813,349.257751,47.643402,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3455,'2019/01/31 12:17:58:082',48,282.3125,343.116699,46.378452,337.81604,262.385895,51.227436,308.292419,282.822571,61.675537,268.387146,350.392303,45.434086,249.942245,349.204529,47.709641,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3456,'2019/01/31 12:17:58:132',48,283.002319,342.341125,46.580128,339.032196,262.886536,51.010605,306.828796,281.488831,61.529877,266.657532,350.242676,45.797348,247.733551,348.668274,48.019566,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3457,'2019/01/31 12:17:58:182',48,282.997711,341.761169,46.795708,339.86087,263.726563,50.830921,304.808044,280.378235,61.397583,263.731445,350.501007,46.248432,244.35257,348.374878,48.398018,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3458,'2019/01/31 12:17:58:231',48,283.821014,341.708832,47.193047,339.6633,264.309814,50.66386,302.121582,279.014618,61.243484,262.546509,351.225128,46.845173,242.524704,348.607788,48.869644,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3459,'2019/01/31 12:17:58:281',48,282.696808,342.387146,47.66082,340.357147,265.220398,50.671627,300.860016,278.739502,61.196335,261.269104,351.608582,47.212688,240.808365,348.668213,49.139252,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3460,'2019/01/31 12:17:58:333',48,281.488129,342.324493,47.874634,341.128754,265.94574,50.709072,299.2211,278.272766,61.186207,258.710968,351.457001,47.423626,238.034836,348.181763,49.289822,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3461,'2019/01/31 12:17:58:382',48,281.379791,342.013367,47.979626,341.666443,267.17041,50.686619,297.315735,277.942627,61.129723,255.352448,351.565247,47.688473,234.54425,347.894165,49.503365,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3462,'2019/01/31 12:17:58:433',48,281.102478,342.196838,48.099834,342.422729,268.504333,50.649059,296.194397,277.947845,61.07983,252.956207,351.948364,47.933689,232.05304,347.961273,49.702576,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3463,'2019/01/31 12:17:58:483',48,280.70694,342.561157,48.336124,342.544342,269.140503,50.669811,295.177643,277.848206,61.086903,251.612564,352.279999,48.192093,230.542389,348.086731,49.900684,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3464,'2019/01/31 12:17:58:533',48,279.065125,344.182983,48.899174,342.95932,269.939758,50.686317,293.761261,277.627625,61.034782,250.587204,352.71814,48.419273,229.299484,348.284088,50.052185,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3465,'2019/01/31 12:17:58:583',48,277.3237,345.44696,49.276123,345.232513,272.541748,50.496681,291.933746,277.319519,60.756859,248.309723,353.451813,48.631279,226.882874,348.607178,50.17532,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3466,'2019/01/31 12:17:58:632',48,277.357788,346.380615,49.583691,347.595245,274.528442,50.34494,291.952759,277.335785,60.544048,247.574478,354.161255,48.788303,226.077225,349.048187,50.266384,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3467,'2019/01/31 12:17:58:682',48,277.196106,347.196899,49.819279,349.456177,275.832916,50.230957,292.702087,277.551849,60.398922,247.447784,354.659424,48.899002,225.879761,349.359924,50.333534,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3468,'2019/01/31 12:17:58:734',48,276.038269,347.966553,50.073639,350.886749,276.839355,50.201565,293.340179,277.693115,60.341316,247.680344,354.752625,49.091545,225.836395,349.366577,50.496796,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3469,'2019/01/31 12:17:58:785',48,274.765625,348.988464,50.325981,352.948486,278.637726,50.183502,294.024078,278.030426,60.255501,247.430054,355.116333,49.265659,225.383881,349.599548,50.620323,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3470,'2019/01/31 12:17:58:831',48,273.609528,349.938934,50.613297,354.19339,280.188324,50.205635,294.230957,278.411621,60.17477,247.45546,355.342163,49.597527,224.844223,349.734344,50.891617,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3471,'2019/01/31 12:17:58:882',48,272.005493,350.768311,50.548927,354.889404,282.574219,50.058693,294.036072,279.528748,59.925617,246.629303,355.483704,49.640015,223.290451,349.939087,50.89772,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3472,'2019/01/31 12:17:58:935',48,273.085327,351.566101,50.711205,355.774963,284.054047,49.949455,295.002686,280.307312,59.759232,247.587845,355.779297,49.899479,223.520187,350.340271,51.121044,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3473,'2019/01/31 12:17:58:984',48,274.485443,352.114166,50.745243,357.449799,285.080017,49.929573,296.522888,280.914856,59.756153,249.145599,355.85144,50.035969,224.55043,350.625458,51.234035,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3474,'2019/01/31 12:17:59:032',48,281.843628,352.674683,49.745419,359.055634,286.360596,49.833958,299.047974,281.83963,59.780468,249.479248,355.447449,49.905766,224.647598,350.401428,51.196289,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3475,'2019/01/31 12:17:59:084',48,288.464844,352.939941,48.720551,360.423431,287.980591,49.777851,301.345154,282.553528,59.782784,247.652008,354.80542,49.946297,222.632614,349.648315,51.263954,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3476,'2019/01/31 12:17:59:134',48,287.592529,353.949524,48.527225,360.708984,289.457764,49.603634,301.973022,283.465912,59.608459,246.664261,355.180908,49.874458,221.480957,349.911743,51.214092,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3477,'2019/01/31 12:17:59:184',48,287.429321,354.198853,48.413158,360.831024,289.93512,49.569576,302.368042,283.860382,59.578606,246.415771,355.286804,49.793701,221.259689,350.010498,51.15591,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3478,'2019/01/31 12:17:59:233',48,289.558075,354.473755,48.147526,361.184784,290.422729,49.583706,302.646698,283.915955,59.568039,246.302292,355.39624,49.742493,221.191513,350.101563,51.12114,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3479,'2019/01/31 12:17:59:284',48,289.773926,355.152191,48.146557,362.13092,291.324524,49.585632,303.144348,283.869385,59.508389,245.857407,355.686462,49.730473,220.896851,350.19812,51.116753,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3480,'2019/01/31 12:17:59:332',48,289.807922,355.805176,48.045742,363.039673,292.205475,49.518639,304.132874,284.261658,59.436779,245.417755,355.898071,49.621815,220.677734,350.225067,51.053844,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3481,'2019/01/31 12:17:59:384',48,291.56311,356.113678,47.787937,363.404907,292.580139,49.492519,304.945587,284.601318,59.412651,245.320526,355.996094,49.510227,220.73175,350.254944,50.98666,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3482,'2019/01/31 12:17:59:432',48,292.515442,356.957703,47.727894,364.108673,293.280396,49.502502,305.933594,285.000214,59.358578,245.422714,356.43219,49.509407,220.950485,350.538666,50.99868,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3483,'2019/01/31 12:17:59:483',48,292.197327,357.843262,47.852394,364.48465,293.839844,49.529823,306.539734,285.394714,59.329937,245.442276,356.917358,49.544701,221.019531,350.899353,51.029869,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3484,'2019/01/31 12:17:59:533',48,293.174255,358.729309,47.923527,365.42218,294.681946,49.625748,307.408386,285.901794,59.378822,246.134842,357.685913,49.633724,221.765198,351.586487,51.120491,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3485,'2019/01/31 12:17:59:581',48,293.556152,359.097931,48.006374,365.749115,294.566284,49.714985,307.874542,285.954712,59.449303,246.654053,357.932678,49.683044,222.327255,351.798584,51.17749,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3486,'2019/01/31 12:17:59:633',48,293.462646,359.682678,48.146461,366.117798,294.627441,49.74892,308.370361,286.149414,59.485714,247.360962,358.291351,49.713882,222.99527,352.174042,51.208717,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3487,'2019/01/31 12:17:59:683',48,294.211304,360.147522,48.226517,366.735443,294.553955,49.825218,309.148193,286.433533,59.58812,248.797272,358.643433,49.747105,224.289551,352.65863,51.245079,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3488,'2019/01/31 12:17:59:733',48,293.977753,360.452393,48.335644,366.853363,294.303955,49.860519,309.390686,286.535889,59.646721,249.712936,358.727905,49.803493,224.929581,352.876587,51.28997,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3489,'2019/01/31 12:17:59:784',48,306.335815,357.557465,46.360252,366.630981,294.29541,49.898384,310.069031,286.954987,59.787518,249.11174,358.499878,49.806351,224.356232,352.708588,51.347595,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3490,'2019/01/31 12:17:59:832',48,306.471313,357.640381,46.07703,366.415497,294.304016,49.916553,310.142548,287.152222,59.829933,248.678467,358.686096,49.869755,223.982437,352.829102,51.414761,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3491,'2019/01/31 12:17:59:884',48,297.390686,360.847992,47.44677,365.070313,293.949463,50.092422,309.029602,287.898163,59.998249,249.240219,359.728394,50.044434,224.408936,353.934113,51.570839,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3492,'2019/01/31 12:17:59:933',48,292.185516,362.528381,48.683403,363.827942,292.753296,50.361031,308.018799,288.54071,60.291023,251.380844,360.450256,50.133926,226.358383,354.894897,51.678711,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3493,'2019/01/31 12:17:59:985',48,291.678009,362.279114,49.122482,362.782654,292.076782,50.572033,307.093872,289.541351,60.505199,252.835037,360.947632,50.076733,227.574219,355.647461,51.621586,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3494,'2019/01/31 12:18:00:034',48,292.13678,362.046295,49.241772,361.710968,291.744568,50.747097,306.358521,290.471985,60.690601,253.825668,361.437744,50.0228,228.422012,356.386353,51.587379,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3495,'2019/01/31 12:18:00:082',48,292.536407,361.431885,49.378975,360.67041,291.316406,50.891678,305.725891,291.335388,60.856796,254.671066,361.822357,49.953651,229.148575,356.998474,51.534088,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3496,'2019/01/31 12:18:00:133',48,293.240997,360.98053,49.480145,359.975159,291.018921,51.036118,305.170929,291.976624,61.009289,255.37677,362.126831,49.92907,229.766754,357.455566,51.519199,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3497,'2019/01/31 12:18:00:182',48,293.9328,360.167175,49.554539,359.833923,290.881134,51.07428,305.145477,292.329315,61.07967,255.578705,362.144745,49.939175,229.862488,357.537415,51.518257,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3498,'2019/01/31 12:18:00:233',48,294.13855,359.974915,49.606174,359.773376,290.778137,51.131386,305.088989,292.693909,61.152916,256.003357,362.120972,49.975784,230.10553,357.591064,51.544067,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3499,'2019/01/31 12:18:00:285',48,294.144409,359.840424,49.656273,359.637238,290.640015,51.184746,305.04422,292.955505,61.210762,256.507507,362.058258,50.023636,230.344757,357.646606,51.560253,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3500,'2019/01/31 12:18:00:333',48,294.524902,359.527313,49.695797,359.456299,290.477295,51.252846,304.966553,293.371521,61.284599,257.499756,362.119873,50.039028,231.019882,357.90686,51.544491,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3501,'2019/01/31 12:18:00:383',48,294.968689,359.138916,49.699989,359.382385,290.43515,51.268517,305.23764,293.776337,61.312439,258.066223,362.180115,50.029839,231.469955,358.055481,51.547363,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3502,'2019/01/31 12:18:00:433',48,295.361877,358.973053,49.661942,359.463501,290.541687,51.255127,305.731842,294.239563,61.319401,258.442169,362.315613,49.996841,231.801941,358.253906,51.52599,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3503,'2019/01/31 12:18:00:484',48,295.802002,359.037231,49.608315,359.668671,290.717651,51.242699,306.326538,294.753387,61.330147,258.945251,362.536285,49.957153,232.308182,358.527527,51.516495,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3504,'2019/01/31 12:18:00:532',48,296.160767,358.992554,49.587849,359.966064,290.932434,51.250427,306.74588,295.150726,61.345764,259.311584,362.712219,49.929329,232.668808,358.730621,51.506481,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3505,'2019/01/31 12:18:00:582',48,296.442078,358.91571,49.574535,360.002716,290.963196,51.250042,306.977631,295.378235,61.356369,259.551086,362.807556,49.915878,232.91362,358.84906,51.512531,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3506,'2019/01/31 12:18:00:634',48,296.744995,358.917206,49.571381,359.958252,290.760498,51.254768,307.266937,295.631775,61.387779,259.985535,362.904907,49.899635,233.335922,358.99704,51.509418,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3507,'2019/01/31 12:18:00:687',48,297.20929,358.867126,49.604328,360.107391,290.62146,51.274818,307.547119,295.791992,61.428593,260.381348,362.994141,49.920906,233.72319,359.095276,51.539116,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3508,'2019/01/31 12:18:00:733',48,297.699554,358.649597,49.606808,360.024567,290.414673,51.276566,307.687347,295.875397,61.445969,260.572998,363.017517,49.921452,233.88472,359.146301,51.533184,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3509,'2019/01/31 12:18:00:783',48,298.861053,358.181732,49.603374,360.098511,290.177124,51.289997,307.818726,295.908691,61.472492,260.866516,363.054077,49.948238,234.153183,359.163635,51.559391,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3510,'2019/01/31 12:18:00:834',48,299.635925,357.621185,49.658268,360.237701,289.951294,51.31905,307.762268,295.736237,61.507187,260.984589,363.008301,50.030148,234.250977,359.038147,51.644245,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3511,'2019/01/31 12:18:00:882',48,300.083313,357.220337,49.681072,360.305542,289.817352,51.33252,307.742615,295.598969,61.523849,260.989044,362.943939,50.090248,234.240097,358.921356,51.703926,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3512,'2019/01/31 12:18:00:932',48,300.06781,357.072083,49.721085,360.287292,289.718323,51.352291,307.673187,295.533569,61.536804,261.042053,362.911133,50.133133,234.258118,358.866089,51.740864,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3513,'2019/01/31 12:18:00:982',48,299.915009,356.891357,49.72374,360.22937,289.688354,51.34927,307.639221,295.580078,61.533646,261.037964,362.898315,50.141487,234.223907,358.848938,51.745026,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
3514,'2019/01/31 12:18:01:032',48,299.392059,356.7854,49.620564,359.851563,289.788605,51.306507,307.421387,295.755981,61.500229,260.769897,362.904907,50.058224,233.964813,358.915283,51.67688,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
